Customer ID,Gender,Age,City Code,Product Code,Total Bill (Taka),Customer Value
229,Female,48,12,7,6620,100
230,Female,24,11,6,10710,100
231,Female,24,1,6,10660,101
232,Male,31,3,6,10710,101
233,Female,22,3,6,10710,101
234,Female,40,3,6,10710,101
235,Female,41,7,6,10710,101
236,Female,28,20,6,10710,101
237,Female,23,3,6,10710,101
238,Female,32,8,6,10710,101
239,Male,23,1,6,10660,101
240,Male,23,18,6,10710,101
241,Female,30,7,6,10710,101
242,Female,36,3,7,6620,101
243,Female,28,1,10,9620,100
244,Female,43,8,5,7680,101
245,Female,41,1,3,7250,100
246,Female,23,6,5,7680,100
247,Female,29,3,4,7010,100
248,Male,45,4,6,10710,100
249,Female,35,6,1,5719,101
250,Female,49,1,2,6060,100
251,Female,33,12,2,6110,100
252,Female,47,3,3,7300,100
253,Male,37,3,6,10710,100
254,Male,35,19,3,7300,101
255,Female,38,6,7,6620,100
256,Male,42,6,10,9670,100
257,Male,22,19,3,7300,101
258,Female,46,1,2,6060,100
259,Female,48,3,1,5719,100
260,Female,27,1,2,6060,100
261,Female,49,4,1,5719,100
262,Female,41,8,3,7300,100
263,Female,30,18,7,6620,100
264,Female,34,3,8,7620,100
265,Female,30,7,7,6620,100
266,Female,30,3,8,7620,100
267,Female,22,3,2,6110,100
268,Female,36,1,2,6060,100
269,Female,43,16,6,10710,100
270,Female,48,4,9,9120,101
271,Female,27,1,3,7250,101
272,Female,47,3,2,6110,100
273,Female,46,9,1,5719,100
274,Female,35,1,9,9070,100
275,Female,30,1,3,7250,101
276,Male,37,3,8,7620,100
277,Female,39,1,10,9620,100
278,Female,22,1,7,6570,101
279,Female,41,7,8,7620,100
280,Female,22,1,4,6960,100
281,Female,41,6,9,9120,100
282,Female,41,1,4,6960,101
283,Female,41,6,5,7680,100
284,Female,49,4,2,6110,100
285,Female,31,1,2,6060,100
286,Female,26,3,2,6110,100
287,Female,31,1,4,6960,100
288,Female,42,3,10,9670,100
289,Female,22,3,6,10710,101
290,Female,23,9,8,7620,101
291,Female,36,18,7,6620,100
292,Female,41,1,2,6060,100
293,Female,36,3,5,7680,100
294,Female,26,13,5,7680,100
295,Female,48,3,8,7620,100
296,Female,49,8,8,7620,100
297,Male,24,1,6,10660,100
298,Male,23,1,2,6060,101
299,Male,46,6,2,6110,100
300,Female,41,12,2,6110,100
301,Female,30,7,2,6110,100
302,Female,23,20,1,5719,100
303,Female,38,3,1,5719,100
304,Female,38,19,10,9670,100
305,Female,40,1,10,9620,101
306,Female,32,13,3,7300,101
307,Female,50,1,7,6570,100
308,Female,46,20,1,5719,100
309,Female,36,16,1,5719,100
310,Female,22,1,6,10660,100
311,Female,31,16,3,7300,101
312,Female,31,1,5,7630,100
313,Female,30,7,10,9670,100
314,Male,32,18,9,9120,101
315,Female,44,5,8,7620,101
316,Female,26,1,7,6570,100
317,Female,30,1,5,7630,100
318,Female,43,7,4,7010,100
319,Female,39,1,4,6960,100
320,Female,40,18,1,5719,100
321,Female,32,18,9,9120,100
322,Female,30,1,2,6060,101
323,Female,27,10,2,6110,100
324,Female,34,3,2,6110,100
325,Male,35,3,2,6110,100
326,Male,36,1,2,6060,100
327,Female,33,13,2,6110,100
328,Female,39,1,2,6060,100
329,Female,23,12,4,7010,100
330,Female,23,3,1,5719,100
331,Female,28,7,3,7300,100
332,Female,28,9,8,7620,100
333,Female,31,17,8,7620,100
334,Male,39,1,2,6060,100
335,Female,34,15,1,5719,100
336,Female,43,1,7,6570,100
337,Male,30,3,1,5719,100
338,Female,47,1,6,10660,100
339,Female,46,4,1,5719,101
340,Female,48,16,3,7300,100
341,Female,28,5,9,9120,100
342,Female,24,3,5,7680,101
343,Female,30,11,9,9120,100
344,Female,32,11,8,7620,101
345,Female,35,1,2,6060,100
346,Female,46,8,5,7680,100
347,Female,36,14,8,7620,100
348,Female,44,3,7,6620,100
349,Female,35,3,3,7300,100
350,Female,27,1,5,7630,100
351,Female,24,15,10,9670,100
352,Female,34,19,10,9670,101
353,Female,42,3,10,9670,101
354,Female,24,5,9,9120,101
355,Female,50,1,5,7630,101
356,Female,24,1,7,6570,100
357,Female,23,1,4,6960,100
358,Female,25,3,6,10710,100
359,Female,29,3,7,6620,101
360,Male,46,1,2,6060,100
361,Female,25,11,7,6620,100
362,Male,22,7,10,9670,100
363,Male,30,1,8,7570,101
364,Female,50,1,7,6570,100
365,Male,31,7,3,7300,100
366,Female,35,1,5,7630,100
367,Female,23,1,9,9070,100
368,Male,49,8,1,5719,101
369,Female,43,1,2,6060,100
370,Female,47,20,9,9120,100
371,Female,38,3,10,9670,101
372,Female,28,7,3,7300,101
373,Female,41,18,7,6620,100
374,Female,38,19,8,7620,100
375,Female,48,20,9,9120,100
376,Female,25,3,5,7680,101
377,Female,23,3,2,6110,100
378,Female,27,8,7,6620,100
379,Female,43,1,10,9620,100
380,Male,30,6,2,6110,101
381,Female,31,9,2,6110,100
382,Female,40,3,3,7300,100
383,Female,32,3,8,7620,100
384,Female,39,13,2,6110,100
385,Female,46,3,7,6620,100
386,Female,23,3,4,7010,100
387,Female,37,6,8,7620,100
388,Female,30,20,6,10710,100
389,Male,38,6,3,7300,101
390,Female,41,20,8,7620,100
391,Female,46,6,1,5719,100
392,Male,42,1,7,6570,100
393,Female,31,3,6,10710,100
394,Female,36,15,5,7680,101
395,Female,31,4,3,7300,100
396,Female,44,1,9,9070,100
397,Female,46,1,9,9070,101
398,Female,29,1,1,5669,101
399,Male,49,1,2,6060,100
400,Female,35,18,7,6620,100
401,Female,24,1,9,9070,100
402,Male,50,15,1,5719,101
403,Female,33,1,6,10660,100
404,Female,22,14,4,7010,101
405,Female,37,3,10,9670,100
406,Female,30,19,6,10710,101
407,Female,44,18,6,10710,101
408,Female,43,3,4,7010,101
409,Female,39,8,1,5719,100
410,Female,30,1,7,6570,100
411,Female,32,3,3,7300,100
412,Female,28,19,3,7300,100
413,Female,31,13,8,7620,100
414,Female,29,1,6,10660,100
415,Male,25,3,1,5719,101
416,Female,23,20,9,9120,100
417,Female,28,13,6,10710,101
418,Female,32,1,8,7570,101
419,Female,39,3,10,9670,100
420,Female,42,1,2,6060,101
421,Female,36,1,5,7630,100
422,Female,37,7,10,9670,100
423,Female,29,3,10,9670,101
424,Female,32,3,6,10710,101
425,Female,47,20,2,6110,101
426,Female,29,1,10,9620,100
427,Female,34,1,3,7250,101
428,Female,23,1,8,7570,100
429,Female,43,16,8,7620,100
430,Female,27,15,7,6620,100
431,Female,34,1,3,7250,100
432,Female,26,1,6,10660,100
433,Female,39,3,7,6620,101
434,Female,36,3,3,7300,100
435,Female,40,6,2,6110,100
436,Female,44,7,4,7010,100
437,Female,28,3,7,6620,100
438,Female,48,1,6,10660,100
439,Female,33,15,10,9670,101
440,Female,48,9,10,9670,101
441,Female,41,1,1,5669,101
442,Female,23,1,2,6060,100
443,Female,32,11,1,5719,100
444,Female,28,14,5,7680,100
445,Female,43,3,10,9670,100
446,Female,28,1,2,6060,101
447,Female,44,18,10,9670,100
448,Female,40,1,3,7250,101
449,Female,38,3,3,7300,100
450,Female,30,1,10,9620,100
451,Female,38,11,8,7620,101
452,Male,42,3,8,7620,100
453,Female,45,1,6,10660,100
454,Male,32,1,10,9620,101
455,Female,32,1,7,6570,101
456,Female,41,8,6,10710,100
457,Female,23,1,1,5669,101
458,Female,30,1,4,6960,100
459,Female,27,1,10,9620,100
460,Female,26,1,6,10660,101
461,Female,26,6,4,7010,101
462,Female,24,15,9,9120,100
463,Female,40,1,10,9620,101
464,Female,36,1,1,5669,101
465,Female,23,1,3,7250,100
466,Female,43,3,4,7010,100
467,Female,47,1,8,7570,100
468,Female,45,7,3,7300,100
469,Female,26,1,6,10660,100
470,Female,38,1,4,6960,101
471,Female,40,3,4,7010,100
472,Female,41,13,4,7010,100
473,Female,32,1,9,9070,100
474,Female,24,3,1,5719,101
475,Female,40,1,8,7570,100
476,Female,34,15,1,5719,100
477,Female,27,6,1,5719,100
478,Female,25,15,9,9120,100
479,Male,31,17,4,7010,101
480,Female,44,3,2,6110,100
481,Female,31,1,3,7250,100
482,Female,42,15,2,6110,100
483,Female,38,3,6,10710,100
484,Female,22,1,6,10660,101
485,Male,39,3,2,6110,101
486,Male,24,18,5,7680,100
487,Female,39,3,7,6620,100
488,Female,36,13,10,9670,100
489,Female,36,1,2,6060,101
490,Female,43,3,1,5719,100
491,Male,28,1,5,7630,100
492,Male,47,2,3,7300,100
493,Female,35,1,4,6960,100
494,Female,22,1,1,5669,100
495,Female,48,19,9,9120,100
496,Female,30,18,9,9120,101
497,Female,38,13,7,6620,101
498,Female,47,3,2,6110,100
499,Female,33,1,5,7630,100
500,Male,47,18,7,6620,100
501,Female,44,11,9,9120,100
502,Female,24,3,5,7680,101
503,Male,46,1,8,7570,100
504,Female,48,8,8,7620,100
505,Female,27,1,4,6960,100
506,Female,26,1,1,5669,100
507,Female,45,1,3,7250,100
508,Female,29,1,2,6060,100
509,Female,24,18,1,5719,100
510,Female,28,1,3,7250,100
511,Female,24,1,6,10660,100
512,Female,48,1,4,6960,101
513,Female,32,1,7,6570,100
514,Female,44,3,5,7680,100
515,Female,31,11,4,7010,100
516,Female,46,14,10,9670,100
517,Female,48,3,2,6110,101
518,Female,24,20,2,6110,100
519,Female,42,1,2,6060,100
520,Male,47,1,2,6060,100
521,Female,39,5,6,10710,100
522,Female,39,1,3,7250,101
523,Female,39,3,2,6110,100
524,Female,35,13,2,6110,100
525,Female,45,1,6,10660,100
526,Female,29,3,2,6110,101
527,Female,49,1,2,6060,100
528,Male,41,20,2,6110,100
529,Female,39,15,2,6110,100
530,Female,48,2,2,6110,100
531,Female,47,3,2,6110,100
532,Female,45,3,2,6110,100
533,Male,24,6,2,6110,100
534,Female,26,7,2,6110,100
535,Female,22,17,2,6110,100
536,Female,29,1,2,6060,100
537,Female,50,20,2,6110,100
538,Female,49,11,9,9120,100
539,Female,48,2,5,7680,101
540,Female,29,6,9,9120,100
541,Female,32,8,10,9670,101
542,Female,31,18,7,6620,101
543,Female,43,1,9,9070,100
544,Female,28,8,9,9120,101
545,Female,23,1,5,7630,101
546,Male,44,9,1,5719,100
547,Female,37,3,10,9670,100
548,Female,29,9,10,9670,101
549,Female,44,1,1,5669,101
550,Male,22,1,9,9070,100
551,Female,27,4,9,9120,101
552,Female,39,16,2,6110,101
553,Female,22,12,4,7010,100
554,Female,27,14,3,7300,100
555,Female,27,11,5,7680,100
556,Female,26,1,5,7630,100
557,Female,41,3,8,7620,100
558,Female,46,1,4,6960,100
559,Female,32,9,9,9120,100
560,Female,33,3,5,7680,101
561,Female,25,16,9,9120,100
562,Female,24,1,2,6060,101
563,Female,26,1,6,10660,100
564,Female,36,4,7,6620,101
565,Female,46,15,3,7300,100
566,Female,49,1,7,6570,100
567,Female,26,17,2,6110,100
568,Female,43,3,7,6620,100
569,Female,33,3,9,9120,100
570,Female,26,7,8,7620,101
571,Female,44,14,8,7620,100
572,Female,49,17,4,7010,100
573,Female,48,1,10,9620,100
574,Female,25,20,5,7680,101
575,Female,26,19,3,7300,100
576,Female,42,1,8,7570,100
577,Female,41,1,8,7570,100
578,Female,24,3,6,10710,100
579,Female,27,17,3,7300,101
580,Female,40,3,5,7680,100
581,Female,32,1,4,6960,100
582,Female,32,1,3,7250,100
583,Female,40,6,6,10710,100
584,Male,29,1,9,9070,101
585,Female,39,1,4,6960,101
586,Male,24,1,7,6570,100
587,Female,29,1,3,7250,100
588,Female,49,3,4,7010,100
589,Male,34,8,8,7620,100
590,Male,22,8,1,5719,100
591,Female,28,1,3,7250,100
592,Female,46,1,6,10660,100
593,Female,43,16,5,7680,101
594,Female,38,1,6,10660,100
595,Female,46,14,8,7620,101
596,Female,46,2,4,7010,100
597,Female,30,9,7,6620,100
598,Female,23,6,2,6110,100
599,Female,43,3,6,10710,100
600,Female,42,3,1,5719,101
601,Female,44,7,4,7010,100
602,Female,24,3,7,6620,100
603,Female,46,1,4,6960,100
604,Female,29,19,2,6110,100
605,Female,23,15,10,9670,100
606,Female,31,1,9,9070,101
607,Male,28,13,5,7680,101
608,Female,38,6,5,7680,100
609,Female,44,1,3,7250,100
610,Male,34,1,7,6570,100
611,Female,40,1,10,9620,100
612,Female,33,3,5,7680,101
613,Female,23,1,2,6060,100
614,Female,28,3,2,6110,100
615,Female,22,3,6,10710,100
616,Female,24,8,1,5719,101
617,Female,24,3,1,5719,100
618,Female,50,1,6,10660,100
619,Female,42,1,5,7630,101
620,Female,29,1,9,9070,100
621,Female,42,1,2,6060,101
622,Female,38,1,7,6570,100
623,Female,29,1,6,10660,100
624,Female,50,1,6,10660,101
625,Female,50,11,10,9670,101
626,Female,28,10,9,9120,101
627,Female,40,18,5,7680,101
628,Female,26,1,6,10660,100
629,Male,41,1,4,6960,101
630,Female,39,14,1,5719,100
631,Female,28,18,6,10710,100
632,Female,37,16,1,5719,101
633,Female,44,14,10,9670,100
634,Male,44,1,7,6570,101
635,Female,25,1,4,6960,100
636,Female,23,1,8,7570,100
637,Female,32,8,6,10710,100
638,Female,22,1,9,9070,101
639,Female,22,1,1,5669,101
640,Female,47,1,4,6960,100
641,Female,40,12,6,10710,100
642,Female,29,3,4,7010,101
643,Female,28,9,7,6620,100
644,Female,23,16,1,5719,100
645,Male,33,14,5,7680,100
646,Female,28,1,3,7250,100
647,Female,45,20,9,9120,100
648,Female,47,3,9,9120,101
649,Female,30,1,10,9620,101
650,Female,35,16,1,5719,101
651,Female,50,3,1,5719,100
652,Male,48,7,6,10710,100
653,Female,26,1,3,7250,101
654,Female,36,1,5,7630,100
655,Male,32,1,1,5669,100
656,Female,25,11,9,9120,100
657,Female,41,1,2,6060,101
658,Female,41,14,1,5719,100
659,Female,30,13,4,7010,100
660,Female,38,3,2,6110,100
661,Female,41,1,10,9620,100
662,Female,38,7,10,9670,101
663,Female,38,14,3,7300,101
664,Female,31,1,10,9620,100
665,Female,24,3,2,6110,101
666,Female,34,15,9,9120,100
667,Female,40,3,5,7680,101
668,Female,22,1,6,10660,100
669,Female,38,2,3,7300,101
670,Female,37,15,9,9120,100
671,Female,26,18,4,7010,101
672,Female,44,20,6,10710,100
673,Female,45,3,7,6620,101
674,Female,47,1,4,6960,100
675,Female,35,1,3,7250,100
676,Male,33,1,8,7620,100
677,Female,22,3,5,7680,100
678,Female,38,3,10,9670,100
679,Female,26,1,8,7570,101
680,Female,41,1,7,6570,100
681,Female,50,1,2,6060,100
682,Male,34,1,7,6570,100
683,Female,33,1,7,6570,100
684,Male,47,3,7,6620,100
685,Female,48,1,1,5669,100
686,Female,29,3,4,7010,100
687,Male,47,1,10,9620,100
688,Female,44,7,3,7300,101
689,Female,22,1,5,7630,100
690,Female,38,7,10,9670,100
691,Female,27,3,7,6620,101
692,Female,30,16,1,5719,100
693,Female,28,2,10,9670,100
694,Male,38,16,5,7680,101
695,Female,38,19,6,10710,100
696,Female,38,10,10,9670,101
697,Female,27,3,10,9670,101
698,Female,46,3,3,7300,101
699,Female,36,1,3,7250,100
700,Female,47,12,10,9670,100
701,Female,44,1,5,7630,101
702,Male,44,14,7,6620,100
703,Female,23,1,2,6110,100
704,Female,40,1,7,6570,100
705,Female,37,1,1,5669,100
706,Female,37,1,2,6060,100
707,Female,26,1,10,9620,100
708,Male,43,15,1,5719,101
709,Male,27,5,5,7680,100
710,Female,45,11,10,9670,100
711,Female,27,1,9,9070,101
712,Female,39,1,1,5669,101
713,Female,43,1,3,7250,100
714,Female,22,2,2,6110,100
715,Female,36,3,5,7680,100
716,Female,44,1,2,6060,100
717,Female,24,17,1,5719,100
718,Female,29,1,8,7570,100
719,Female,44,1,3,7250,100
720,Female,28,3,6,10710,100
721,Female,37,10,2,6110,101
722,Female,22,3,5,7680,100
723,Female,27,8,10,9670,100
724,Female,46,4,4,7010,101
725,Female,43,20,4,7010,100
726,Female,41,3,1,5719,100
727,Female,40,3,10,9670,100
728,Female,45,3,2,6110,101
729,Female,46,1,7,6570,100
730,Female,40,1,5,7630,100
731,Female,29,1,7,6570,100
732,Female,28,1,3,7250,100
733,Male,22,7,2,6110,100
734,Female,36,3,7,6620,100
735,Female,30,3,5,7680,100
736,Female,38,2,9,9120,100
737,Male,35,3,7,6620,101
738,Female,37,19,3,7300,100
739,Female,25,15,8,7620,100
740,Female,50,4,5,7680,100
741,Female,33,3,4,7010,100
742,Female,36,6,4,7010,100
743,Male,22,3,5,7680,100
744,Female,34,1,1,5669,100
745,Female,31,3,5,7680,100
746,Female,40,20,7,6620,100
747,Female,23,20,1,5719,100
748,Female,34,17,8,7620,100
749,Female,35,1,4,6960,100
750,Female,25,8,2,6110,100
751,Female,33,1,7,6570,100
752,Female,23,3,6,10710,100
753,Female,35,18,9,9120,101
754,Female,46,1,2,6060,101
755,Female,42,1,4,6960,100
756,Female,38,1,8,7570,100
757,Female,39,14,3,7300,100
758,Female,31,1,6,10660,100
759,Female,47,2,6,10710,101
760,Female,30,1,7,6570,101
761,Female,45,11,7,6620,100
762,Female,24,1,9,9070,100
763,Female,28,1,6,10660,101
764,Female,22,2,4,7010,101
765,Female,40,3,2,6110,100
766,Female,23,1,6,10660,100
767,Female,28,20,2,6110,101
768,Female,29,3,4,7010,100
769,Female,43,12,10,9670,100
770,Female,27,1,3,7250,101
771,Female,50,1,2,6060,100
772,Female,42,10,8,7620,100
773,Female,40,1,7,6570,100
774,Male,24,1,3,7250,100
775,Female,31,3,5,7680,100
776,Female,32,3,8,7620,100
777,Female,42,18,5,7680,100
778,Female,37,13,8,7620,100
779,Female,23,1,7,6570,100
780,Male,26,1,1,5669,100
781,Female,37,5,4,7010,100
782,Male,46,1,5,7630,100
783,Female,48,1,1,5669,100
784,Male,26,1,6,10660,100
785,Female,24,1,8,7570,101
786,Female,50,3,3,7300,100
787,Female,23,1,3,7250,100
788,Female,49,17,6,10710,100
789,Female,23,11,10,9670,101
790,Female,23,1,2,6060,101
791,Male,37,3,10,9670,100
792,Female,43,1,5,7630,101
793,Female,23,13,2,6110,100
794,Female,43,3,9,9120,100
795,Female,38,16,9,9120,101
796,Female,24,1,9,9070,101
797,Female,45,1,8,7570,101
798,Female,35,1,4,7010,100
799,Female,44,1,7,6570,100
800,Female,47,8,4,7010,100
801,Female,36,3,8,7620,100
802,Female,23,1,2,6060,100
803,Male,29,10,2,6110,100
804,Female,27,1,5,7630,100
805,Female,31,1,6,10660,100
806,Female,50,1,1,5669,101
807,Female,39,2,3,7300,100
808,Female,30,18,10,9670,100
809,Female,49,1,8,7570,101
810,Female,26,1,5,7630,100
811,Female,34,17,4,7010,100
812,Male,41,20,3,7300,100
813,Male,44,18,9,9120,100
814,Male,33,10,2,6110,101
815,Female,41,1,6,10660,100
816,Female,27,15,9,9120,101
817,Female,22,1,4,6960,101
818,Female,42,1,6,10660,100
819,Female,35,3,5,7680,101
820,Female,37,3,5,7680,100
821,Male,36,5,9,9120,100
822,Female,29,18,8,7620,101
823,Female,25,3,3,7300,100
824,Female,46,1,1,5669,100
825,Female,46,1,2,6060,100
826,Female,24,1,2,6060,100
827,Female,23,9,2,6110,100
828,Female,30,15,2,6110,100
829,Female,23,16,2,6110,100
830,Female,32,5,2,6110,100
831,Male,43,13,2,6110,100
832,Female,28,1,2,6060,100
833,Female,35,1,2,6060,100
834,Female,48,19,2,6110,100
835,Female,39,1,6,10660,100
836,Female,33,1,10,9620,101
837,Female,37,2,7,6620,101
838,Female,37,14,4,7010,100
839,Female,46,1,5,7630,100
840,Female,37,1,9,9070,100
841,Female,46,5,3,7300,101
842,Female,32,1,1,5669,100
843,Female,28,5,2,6110,100
844,Male,25,8,3,7300,100
845,Female,38,4,8,7620,100
846,Female,25,7,7,6620,100
847,Female,40,1,4,6960,100
848,Female,40,3,8,7620,100
849,Female,43,3,9,9120,100
850,Male,31,16,9,9120,101
851,Female,26,4,8,7620,101
852,Female,23,3,8,7620,100
853,Female,44,1,3,7250,100
854,Female,43,11,4,7010,100
855,Female,23,12,3,7300,100
856,Female,41,1,7,6570,100
857,Female,31,1,1,5669,100
858,Female,23,1,4,6960,100
859,Female,44,1,9,9070,100
860,Male,36,8,6,10710,101
861,Male,35,3,4,7010,101
862,Female,26,7,9,9120,100
863,Female,37,1,3,7250,101
864,Female,27,3,6,10710,100
865,Female,41,1,2,6060,101
866,Female,37,6,6,10710,100
867,Female,34,1,5,7630,101
868,Female,27,3,1,5719,100
869,Female,23,3,10,9670,100
870,Female,26,10,7,6620,101
